Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
Joh8:51 我实实在在的告诉你们，人若遵守我的话，必永远不见[1]死。
Joh8:52 犹太人对祂说，现在我们知道你有鬼附着。亚伯拉罕死了，众申言者也死了，你还说人若遵守我的话，必永远不尝死味。
Joh8:53 难道你比我们的祖宗亚伯拉罕还大么？他死了，众申言者也死了。你将自己当作什么人？
Joh8:54 耶稣回答说，我若荣耀自己，我的荣耀就算不得什么，荣耀我的乃是我的父，就是你们所说是你们神的那一位。
Joh8:55 你们未曾[1]认识祂，我却[1]认识祂。我若说不认识祂，我就是说谎的，像你们一样，但我认识祂，也遵守祂的话。
Joh8:56 你们的祖宗亚伯拉罕欢腾的要见我的日子，既看见了，就欢乐。
Joh8:57 于是犹太人对祂说，你还没有五十岁，岂见过亚伯拉罕？
Joh8:58 耶稣对他们说，我实实在在的告诉你们，还没有亚伯拉罕，[1]我就是。
Joh8:59 于是他们拿石头要打祂，耶稣却隐藏起来，从殿里出去了。
Joh9:1 耶稣经过的时候，看见[1]一个生来[2]瞎眼的人。
Joh9:2 门徒问耶稣说，拉比，[1]是谁犯了罪，叫这人生来就瞎眼？是这人，还是他父母？
Joh9:3 耶稣回答说，不是这人犯了罪，也不是他父母犯了罪，乃是要在他身上显明神的作为。
Joh9:4 趁着白昼，我们必须作那差我来者的工，黑夜一到，就没有人能作工了。
Joh9:5 我在世界的时候，是世界的光。
Joh9:6 祂说了这话，就吐唾沫在地上，[1]用唾沫和泥，抹在瞎子的眼睛上，
Joh9:7 对他说，你往西罗亚池子里去[1]洗。（西罗亚翻出来，就是[2]奉差遣。）[3]他去一洗，回来的时候，就看见了。
Joh9:8 他的邻舍和那先前见他是讨饭的，就说，这不是那素常坐着讨饭的人么？
Joh9:9 有的说，就是他。又有的说，不是，却是像他。他自己说，是我。
Joh9:10 于是他们对他说，你的眼睛是怎么开的？
Joh9:11 他回答说，那名叫耶稣的人，和泥抹我的眼睛，对我说，你往西罗亚池子去洗，我去一洗，就看见了。
Joh9:12 他们对他说，那个人在那里？他说，我不知道。
Joh9:13 他们就把那从前瞎眼的人带到法利赛人那里。
Joh9:14 耶稣和泥开他眼睛的那日是[1]安息日。
Joh9:15 法利赛人也问他是怎么得看见的。瞎子对他们说，祂把泥[1]抹在我的眼睛上，我一洗，就看见了。
Joh9:16 法利赛人中有的说，这个人不是从神来的，因为祂不守安息日。又有的说，一个罪人怎能行这样的神迹？他们中间就起了分裂。
Joh9:17 他们又对瞎子说，祂既然开了你的眼睛，你说祂是怎样的人？他说，是个申言者。
Joh9:18 犹太人不信他是从前瞎眼，后来得看见的，等到叫了那得看见者的父母来，
Joh9:19 问他们说，这是你们所说，那生来就瞎眼的儿子么？现在他怎么看见了？
Joh9:20 他父母回答说，我们知道他是我们的儿子，生来就是瞎眼的。
Joh9:21 至于他如今怎么看见了，我们却不知道，是谁开了他的眼睛，我们也不知道；你们问他罢，他已经成人，会替自己说话了。
Joh9:22 他父母说这话，是因怕犹太人，因为犹太人已经商议定了，若有承认耶稣是基督的，要把他赶出会堂。
Joh9:23 因此他父母说，他已经成人了，你们问他罢。
Joh9:24 所以法利赛人第二次叫了那从前瞎眼的人来，对他说，你当将荣耀归与神，我们知道这人是个罪人。
Joh9:25 那人回答说，祂是个罪人不是，我不知道；有一件事我知道，从前我是瞎眼的，现在看见了。
Joh9:26 他们就问他说，祂向你作了什么？是怎么开了你的眼睛？
Joh9:27 他回答说，我已经告诉你们，你们不听，现在为什么又想要听？莫非你们也想要作祂的门徒么？
Joh9:28 他们就骂他说，你是那人的门徒，我们是摩西的门徒。
Joh9:29 我们晓得神曾对摩西说过话，只是这个人，我们不晓得祂是那里的。
Joh9:30 那人回答说，祂开了我的眼睛，你们竟不晓得祂是那里的，这真是奇怪。
Joh9:31 我们晓得神不听罪人，惟有敬畏神，实行祂旨意的，神才听他。
Joh9:32 [1]自古以来，未曾听过有人把生来瞎眼者的眼睛开了。
Joh9:33 这人若不是[1]从神来的，什么也不能作。
Joh9:34 他们回答说，你全然生在[1]罪中，还要教训我们么？于是[2]把他赶出去了。
Joh9:35 耶稣听说他们把他赶出去，后来遇见他，就说，你信入[1]神的儿子么？
Joh9:36 他回答说，主阿，谁是神的儿子，叫我信入祂？
Joh9:37 耶稣说，你已经看见祂，这和你说话的就是祂。
Joh9:38 他说，主阿，我信，就拜耶稣。
Joh9:39 耶稣说，我为审判到这世上来，叫看不见的可以看见，看得见的反瞎了眼。
Joh9:40 同祂在那里的法利赛人，有的听见这话，就说，难道我们也瞎了眼么？
Joh9:41 耶稣对他们说，你们若瞎了眼，就没有罪了；但现在你们说，我们看得见，所以你们的罪还存在。
Joh10:1 我实实在在的告诉你们，不从[1]门进[2]羊圈，倒从别处爬进去的，那人就是[3]贼，就是强盗。
Joh10:2 从门进去的，才是羊的牧人。
Joh10:3 看门的就给他开门，[1]羊也听他的声音；他按著名叫自己的羊，领它们出来。
Joh10:4 当他把自己的羊都放出来，就在前头走，羊也跟着他，因为认得他的声音。
Joh10:5 羊绝不跟着生人，反要逃避，因为不认得生人的声音。
Joh10:6 耶稣将这比喻告诉他们，但他们不明白祂所说的是什么意思。
Joh10:7 所以耶稣又说，我实实在在的告诉你们，我就是羊的门。
Joh10:8 凡在我以前来的，都是贼，都是强盗，羊却不听他们。
Joh10:9 我就是[1]门；凡从我进来的，必要得救，并且必要入，必要出，也必要找着[2]草场。
Joh10:10 贼来了，无非是要偷窃、杀害、毁坏；我来了，是要叫[1]羊得[2]生命，并且得的更丰盛。
Joh10:11 我是好牧人，好牧人为羊舍[1]命。
Joh10:12 那作雇工的，不是牧人，羊也不是他自己的，他看见狼来，就撇下羊逃跑了，狼抓住羊，把它们赶散了；
Joh10:13 雇工逃跑，因他是雇工，并不顾念羊。
Joh10:14 我是好牧人，我认识那属我的，那属我的也认识我，
Joh10:15 正如父认识我，我也认识父一样；并且我为羊舍命。
Joh10:16 我[1]另外有羊，不是属于这圈的；我必须领他们来，他们也要听我的声音，并且要成为[2]一群，归一个牧人了。
Joh10:17 父爱我，因我将命舍去，好再取回来。
Joh10:18 没有人夺我的命去，是我自己舍的。我有权柄舍了，也有权柄再取回来；这是我从我父所受的命令。
Joh10:19 因这些话，犹太人中又起了分裂。
Joh10:20 其中有好些人说，祂是被鬼附着，而且疯了，为什么听祂？
Joh10:21 另有人说，这不是鬼附的人所说的话。鬼岂能开瞎子的眼睛？
Joh10:22 在耶路撒冷有[1]献殿节，那时正是冬天。
Joh10:23 耶稣在殿里所罗门的廊下行走。
Joh10:24 犹太人围着祂，说，你叫我们的[1]心悬疑不定到几时？你若是基督，就明明的告诉我们。
Joh10:25 耶稣回答他们说，我已经告诉你们，你们不信；我[1]在我父的名里所行的事，为我作见证；
Joh10:26 只是你们不信，因为你们不是属我的羊。
Joh10:27 我的羊听我的声音，我也认识他们，他们也跟着我。
Joh10:28 我又赐给他们[1]永远的生命，他们必永不灭亡，谁也不能从[1]我手里把他们夺去。
Joh10:29 那把他们赐给我的父，比万有都大，谁也不能从我[1]父手里把他们夺去。
Joh10:30 [1]我与父原是一。
Joh10:31 犹太人又拿起石头要打祂。
Joh10:32 耶稣对他们说，我从父显出许多善事给你们看，你们是为那一件事拿石头打我？
Joh10:33 犹太人回答说，我们不是为善事拿石头打你，乃是为你的僭妄，又为你是个人，反将自己当作神。
Joh10:34 耶稣回答他们说，你们的律法上岂不是写着，“我曾说你们是神”么？
Joh10:35 经书是不能废掉的，若是神的话所临到的人，祂尚且称他们为神，
Joh10:36 那么父所分别为圣，又[1]差到世上来的，因祂说，我是神的儿子，你们就说，你说僭妄的话么？
Joh10:37 我若不行我父的事，你们就不必信我；
Joh10:38 我若行了，你们纵然不信我，也当信这些事，叫你们可以知道，且一直知道：父在我里面，我也在父里面。
Joh10:39 他们又想要捉拿祂，祂却从他们的手中走出来了。
Joh10:40 [1]耶稣又往约但河外去，到了约翰起初施浸的地方，就住在那里。
Joh10:41 有许多人来到祂那里说，约翰没有行过一件神迹，但约翰指着这人所说的一切话都是真实的。
Joh10:42 许多人就在那里信入了耶稣。
Joh11:1 有一个患病的[1]伯大尼人拉撒路，是马利亚和她姐姐马大那村子的人。
Joh11:2 这马利亚就是那用香膏抹主，又用自己头发擦祂脚的，患病的拉撒路是她的兄弟。
Joh11:3 姊妹二人就打发人到耶稣那里说，主阿，看哪，你所爱的人病了。
Joh11:4 耶稣听见，就说，这病不至于死，乃是为着神的荣耀，叫神的儿子藉此得荣耀。
Joh11:5 耶稣素来爱马大，和她妹妹，并拉撒路。
Joh11:6 祂听见拉撒路病了，就在所居之地，仍住了两天。
Joh11:7 然后对门徒说，我们再往犹太去罢。
Joh11:8 门徒对祂[1]说，拉比，犹太人近来想要拿石头打你，你还往那里去么？
Joh11:9 耶稣回答说，白昼不是有十二小时么？人若在白昼行走，就不至碰跌，因为看见这世界的光。
Joh11:10 若在黑夜行走，就必碰跌，因为那光不在他里面。
Joh11:11 耶稣说了这话，随后对他们说，我们的朋友拉撒路睡了，我要去叫醒他。
Joh11:12 门徒对祂说，主阿，他若睡了，就必[1]好了。
Joh11:13 耶稣原是指着拉撒路的死说的，他们却以为祂是指拉撒路安然睡觉说的。
Joh11:14 所以耶稣就明明的告诉他们说，拉撒路[1]死了。
Joh11:15 我为你们欢喜我不在那里，好叫你们信。现在我们往他那里去罢。
Joh11:16 那称为[1]低土马的多马，就对同作门徒的说，我们也去和祂同死罢。
Joh11:17 耶稣到了，就发现拉撒路在坟墓里，已经四天了。
Joh11:18 伯大尼离耶路撒冷不远，约有三公里。
Joh11:19 有好些犹太人来到马大和马利亚那里，要为她们兄弟的事安慰她们。
Joh11:20 马大听见耶稣来了，就去迎接祂，马利亚却仍然坐在家里。
Joh11:21 马大对耶稣说，主阿，你若早在这里，我兄弟就不会死。
Joh11:22 就是现在，我也知道你无论向神求什么，神也必赐给你。
Joh11:23 耶稣对她说，你兄弟必然复活。
Joh11:24 马大说，我知道[1]在末日复活的时候，他必复活。
Joh11:25 耶稣对她说，我是复活，我是生命；信入我的人，虽然死了，也必复活；
Joh11:26 凡活着信入我的人，必永远不死。你信这话么？
Joh11:27 马大对祂说，主阿，是的；我[1]信你是基督，是神的儿子，就是那要来到世界的。
Joh11:28 马大说了这话，就去暗暗的叫她妹妹马利亚，说，夫子来了，[1]叫你。
Joh11:29 马利亚听见了，就急忙起来，到耶稣那里去。
Joh11:30 那时，耶稣还没有进村子，仍在马大迎接祂的地方。
Joh11:31 那些同马利亚在家里安慰她的犹太人，见她急忙起来出去，就跟着她，以为她要往坟墓那里去[1]哭。
Joh11:32 马利亚到了耶稣那里，看见祂，就俯伏在祂脚前，对祂说，主阿，你若早在这里，我兄弟就不会死。
Joh11:33 耶稣看见她哭，并看见与她同来的犹太人也哭，就灵里悲愤，又受搅扰，
Joh11:34 便说，你们把他安放在那里？他们说，主阿，来看。
Joh11:35 耶稣[1]哭了。
Joh11:36 犹太人就说，你看祂何等爱这人。
Joh11:37 其中有人说，这位开了瞎子眼睛的，岂不能叫这人也不死么？
Joh11:38 耶稣又灵里悲愤，来到坟墓前；那坟墓是个洞，有一块石头挡着。
Joh11:39 耶稣说，你们把石头挪开。那死人的姐姐马大对祂说，主阿，他已经臭了，因为这是第四天了。
Joh11:40 耶稣说，我不是对你说过，你若信，就必看见神的荣耀么？
Joh11:41 他们就[1]把石头挪开，耶稣举目向上说，父阿，我感谢你，因为你已经听我。
Joh11:42 我也知道你常听我，但我说这话，是为周围站着的群众，叫他们信是你[1]差了我来。
Joh11:43 说了这话，就大声喊着说，拉撒路，出来！
Joh11:44 那死人就出来了，手脚裹着布，脸上包着手巾。耶稣对他们说，解开，让他走。
